acceptance_id,acceptance_time,bmunitid,bo_flag,company,end_time,rr_instruction_flag,rr_schedule_flag,runtype,so_flag,start_time,stor_flag,unit,unit_type,value_from,value_to
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 11:59:00,,,MEL,,2019-12-30 11:30:00,,STAY-3,T,435.000,435.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 12:00:00,,,MEL,,2019-12-30 11:59:00,,STAY-3,T,435.000,434.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 12:30:00,,,MEL,,2019-12-30 12:00:00,,STAY-3,T,434.000,434.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 13:00:00,,,MEL,,2019-12-30 12:30:00,,STAY-3,T,434.000,434.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 13:30:00,,,MEL,,2019-12-30 13:00:00,,STAY-3,T,434.000,434.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 14:00:00,,,MEL,,2019-12-30 13:30:00,,STAY-3,T,434.000,434.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 14:29:00,,,MEL,,2019-12-30 14:00:00,,STAY-3,T,434.000,434.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 14:30:00,,,MEL,,2019-12-30 14:29:00,,STAY-3,T,434.000,435.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 15:00:00,,,MEL,,2019-12-30 14:30:00,,STAY-3,T,435.000,435.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 15:29:00,,,MEL,,2019-12-30 15:00:00,,STAY-3,T,435.000,435.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 15:30:00,,,MEL,,2019-12-30 15:29:00,,STAY-3,T,435.000,436.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 16:00:00,,,MEL,,2019-12-30 15:30:00,,STAY-3,T,436.000,436.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 16:30:00,,,MEL,,2019-12-30 16:00:00,,STAY-3,T,436.000,436.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 16:59:00,,,MEL,,2019-12-30 16:30:00,,STAY-3,T,436.000,436.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 17:00:00,,,MEL,,2019-12-30 16:59:00,,STAY-3,T,436.000,437.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 17:30:00,,,MEL,,2019-12-30 17:00:00,,STAY-3,T,437.000,437.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 17:59:00,,,MEL,,2019-12-30 17:30:00,,STAY-3,T,437.000,437.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 18:00:00,,,MEL,,2019-12-30 17:59:00,,STAY-3,T,437.000,438.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 18:30:00,,,MEL,,2019-12-30 18:00:00,,STAY-3,T,438.000,438.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 19:00:00,,,MEL,,2019-12-30 18:30:00,,STAY-3,T,438.000,438.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 19:29:00,,,MEL,,2019-12-30 19:00:00,,STAY-3,T,438.000,438.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 19:30:00,,,MEL,,2019-12-30 19:29:00,,STAY-3,T,438.000,439.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 20:00:00,,,MEL,,2019-12-30 19:30:00,,STAY-3,T,439.000,439.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 20:30:00,,,MEL,,2019-12-30 20:00:00,,STAY-3,T,439.000,439.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 20:59:00,,,MEL,,2019-12-30 20:30:00,,STAY-3,T,439.000,439.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 21:00:00,,,MEL,,2019-12-30 20:59:00,,STAY-3,T,439.000,440.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 21:30:00,,,MEL,,2019-12-30 21:00:00,,STAY-3,T,440.000,440.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 00:30:00,,,MIL,,2019-12-30 00:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 01:00:00,,,MIL,,2019-12-30 00:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 01:30:00,,,MIL,,2019-12-30 01:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 02:00:00,,,MIL,,2019-12-30 01:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 02:30:00,,,MIL,,2019-12-30 02:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 03:00:00,,,MIL,,2019-12-30 02:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 03:30:00,,,MIL,,2019-12-30 03:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 04:00:00,,,MIL,,2019-12-30 03:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 04:30:00,,,MIL,,2019-12-30 04:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 05:00:00,,,MIL,,2019-12-30 04:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 05:30:00,,,MIL,,2019-12-30 05:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 06:00:00,,,MIL,,2019-12-30 05:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 06:30:00,,,MIL,,2019-12-30 06:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 07:00:00,,,MIL,,2019-12-30 06:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 07:30:00,,,MIL,,2019-12-30 07:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 08:00:00,,,MIL,,2019-12-30 07:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 08:30:00,,,MIL,,2019-12-30 08:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 09:00:00,,,MIL,,2019-12-30 08:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 09:30:00,,,MIL,,2019-12-30 09:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 10:00:00,,,MIL,,2019-12-30 09:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 10:30:00,,,MIL,,2019-12-30 10:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 11:00:00,,,MIL,,2019-12-30 10:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 11:30:00,,,MIL,,2019-12-30 11:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 12:00:00,,,MIL,,2019-12-30 11:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 12:30:00,,,MIL,,2019-12-30 12:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 13:00:00,,,MIL,,2019-12-30 12:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 13:30:00,,,MIL,,2019-12-30 13:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 14:00:00,,,MIL,,2019-12-30 13:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 14:30:00,,,MIL,,2019-12-30 14:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 15:00:00,,,MIL,,2019-12-30 14:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 15:30:00,,,MIL,,2019-12-30 15:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 16:00:00,,,MIL,,2019-12-30 15:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 16:30:00,,,MIL,,2019-12-30 16:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 17:00:00,,,MIL,,2019-12-30 16:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 17:30:00,,,MIL,,2019-12-30 17:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 18:00:00,,,MIL,,2019-12-30 17:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 18:30:00,,,MIL,,2019-12-30 18:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 19:00:00,,,MIL,,2019-12-30 18:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 19:30:00,,,MIL,,2019-12-30 19:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 20:00:00,,,MIL,,2019-12-30 19:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 20:30:00,,,MIL,,2019-12-30 20:00:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 21:00:00,,,MIL,,2019-12-30 20:30:00,,STAY-3,T,0.000,0.000
,,T_STAY-3,,RWE Generation UK plc,2019-12-30 21:30:00,,,MIL,,2019-12-30 21:00:00,,STAY-3,T,0.000,0.000
81807,2019-12-30 06:53:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:02:00,F,F,BOALF,F,2019-12-30 06:55:00,F,STAY-3,T,158.000,175.000
81807,2019-12-30 06:53:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:03:00,F,F,BOALF,F,2019-12-30 07:02:00,F,STAY-3,T,175.000,195.000
81807,2019-12-30 06:53:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:18:00,F,F,BOALF,F,2019-12-30 07:03:00,F,STAY-3,T,195.000,195.000
81807,2019-12-30 06:53:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:32:00,F,F,BOALF,F,2019-12-30 07:18:00,F,STAY-3,T,195.000,427.000
81808,2019-12-30 06:54:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:01:00,F,F,BOALF,F,2019-12-30 06:56:00,F,STAY-3,T,161.000,175.000
81808,2019-12-30 06:54:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:03:00,F,F,BOALF,F,2019-12-30 07:01:00,F,STAY-3,T,175.000,195.000
81808,2019-12-30 06:54:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:13:00,F,F,BOALF,F,2019-12-30 07:03:00,F,STAY-3,T,195.000,195.000
81808,2019-12-30 06:54:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:27:00,F,F,BOALF,F,2019-12-30 07:13:00,F,STAY-3,T,195.000,427.000
81809,2019-12-30 07:08:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:40:00,F,F,BOALF,F,2019-12-30 07:10:00,F,STAY-3,T,195.000,195.000
81809,2019-12-30 07:08:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:54:00,F,F,BOALF,F,2019-12-30 07:40:00,F,STAY-3,T,195.000,427.000
81810,2019-12-30 07:31:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 07:50:00,F,F,BOALF,F,2019-12-30 07:33:00,F,STAY-3,T,195.000,195.000
81810,2019-12-30 07:31:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 08:04:00,F,F,BOALF,F,2019-12-30 07:50:00,F,STAY-3,T,195.000,427.000
81811,2019-12-30 07:44:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 08:10:00,F,F,BOALF,F,2019-12-30 07:46:00,F,STAY-3,T,195.000,195.000
81811,2019-12-30 07:44:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 08:24:00,F,F,BOALF,F,2019-12-30 08:10:00,F,STAY-3,T,195.000,427.000
81812,2019-12-30 08:19:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 08:35:00,F,F,BOALF,F,2019-12-30 08:21:00,F,STAY-3,T,377.000,377.000
81812,2019-12-30 08:19:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 08:38:00,F,F,BOALF,F,2019-12-30 08:35:00,F,STAY-3,T,377.000,426.000
81813,2019-12-30 09:34:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 09:39:00,F,F,BOALF,F,2019-12-30 09:36:00,F,STAY-3,T,425.000,375.000
81813,2019-12-30 09:34:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 09:45:00,F,F,BOALF,F,2019-12-30 09:39:00,F,STAY-3,T,375.000,375.000
81813,2019-12-30 09:34:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 09:48:00,F,F,BOALF,F,2019-12-30 09:45:00,F,STAY-3,T,375.000,425.000
81814,2019-12-30 09:57:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:06:00,F,F,BOALF,F,2019-12-30 10:02:00,F,STAY-3,T,424.000,370.000
81814,2019-12-30 09:57:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:18:00,F,F,BOALF,F,2019-12-30 10:06:00,F,STAY-3,T,370.000,370.000
81814,2019-12-30 09:57:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:22:00,F,F,BOALF,F,2019-12-30 10:18:00,F,STAY-3,T,370.000,424.000
81815,2019-12-30 10:09:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:14:00,F,F,BOALF,F,2019-12-30 10:11:00,F,STAY-3,T,370.000,320.000
81815,2019-12-30 10:09:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:22:00,F,F,BOALF,F,2019-12-30 10:14:00,F,STAY-3,T,320.000,320.000
81815,2019-12-30 10:09:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:28:00,F,F,BOALF,F,2019-12-30 10:22:00,F,STAY-3,T,320.000,424.000
81816,2019-12-30 10:23:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:40:00,F,F,BOALF,F,2019-12-30 10:25:00,F,STAY-3,T,372.000,372.000
81816,2019-12-30 10:23:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:43:00,F,F,BOALF,F,2019-12-30 10:40:00,F,STAY-3,T,372.000,424.000
81817,2019-12-30 10:49:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 10:54:00,F,F,BOALF,F,2019-12-30 10:51:00,F,STAY-3,T,424.000,380.000
81817,2019-12-30 10:49:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:09:00,F,F,BOALF,F,2019-12-30 10:54:00,F,STAY-3,T,380.000,380.000
81817,2019-12-30 10:49:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:12:00,F,F,BOALF,F,2019-12-30 11:09:00,F,STAY-3,T,380.000,423.000
81818,2019-12-30 10:58:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:03:00,F,F,BOALF,F,2019-12-30 11:00:00,F,STAY-3,T,380.000,330.000
81818,2019-12-30 10:58:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:18:00,F,F,BOALF,F,2019-12-30 11:03:00,F,STAY-3,T,330.000,330.000
81818,2019-12-30 10:58:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:24:00,F,F,BOALF,F,2019-12-30 11:18:00,F,STAY-3,T,330.000,423.000
81819,2019-12-30 11:01:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:07:00,F,F,BOALF,F,2019-12-30 11:03:00,F,STAY-3,T,330.000,270.000
81819,2019-12-30 11:01:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:22:00,F,F,BOALF,F,2019-12-30 11:07:00,F,STAY-3,T,270.000,270.000
81819,2019-12-30 11:01:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:31:00,F,F,BOALF,F,2019-12-30 11:22:00,F,STAY-3,T,270.000,423.000
81820,2019-12-30 11:17:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:37:00,F,F,BOALF,F,2019-12-30 11:22:00,F,STAY-3,T,270.000,270.000
81820,2019-12-30 11:17:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:46:00,F,F,BOALF,F,2019-12-30 11:37:00,F,STAY-3,T,270.000,423.000
81821,2019-12-30 11:33:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:50:00,F,F,BOALF,F,2019-12-30 11:35:00,F,STAY-3,T,270.000,270.000
81821,2019-12-30 11:33:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:59:00,F,F,BOALF,F,2019-12-30 11:50:00,F,STAY-3,T,270.000,423.000
81822,2019-12-30 11:39:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 11:51:00,F,F,BOALF,F,2019-12-30 11:48:00,F,STAY-3,T,270.000,220.000
81822,2019-12-30 11:39:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 12:06:00,F,F,BOALF,F,2019-12-30 11:51:00,F,STAY-3,T,220.000,220.000
81822,2019-12-30 11:39:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 12:18:00,F,F,BOALF,F,2019-12-30 12:06:00,F,STAY-3,T,220.000,422.000
81823,2019-12-30 12:15:00,T_STAY-3,F,RWE Generation UK plc,2019-12-30 12:30:00,F,F,BOALF,F,2019-12-30 12:17:00,F,STAY-3,T,405.000,405.000
